"Var1"	"Freq"
"1740"	"Parkinsons disease	Disease	MESH:D010300
18442129	166	185	Parkinsons disease"	1
"1741"	"Parkinsons disease	Disease	MESH:D010300
18442138	145	147	PD	Disease	MESH:D010300
18442138	255	257	PD	Disease	MESH:D010300
18442138	463	465	PD	Disease	MESH:D010300
18442138	634	636	PD	Disease	MESH:D010300
18442138	729	731	PD	Disease	MESH:D010300
18442138	877	889	parkinsonism	Disease	MESH:D010302
18442138	907	924	movement disorder	Disease	MESH:D009069
18442138	947	949	PD	Disease	MESH:D010300
18442138	1022	1024	PD	Disease	MESH:D010300
18442138	1054	1062	dementia	Disease	MESH:D003704
18442138	1157	1159	PD	Disease	MESH:D010300
18442138	1309	1311	PD	Disease	MESH:D010300
18442131	30	37	atrophy	Disease	MESH:D001284
18442131	65	88	multiple system atrophy	Disease	MESH:D012791
18442131	90	93	MSA	Disease	MESH:D012791
18442131	182	194	parkinsonian	Disease	MESH:D020734
18442131	204	207	MSA	Disease	MESH:D012791
18442131	216	235	Parkinsons disease"	1
"1742"	"Parkinsons disease	Disease	MESH:D010300
18446261	169	186	neurodegeneration	Disease	MESH:D019636
18446261	190	209	Parkinsons disease"	1
"1743"	"Parkinsons disease	Disease	MESH:D010300
18446306	281	283	PD	Disease	MESH:D010300
18446306	496	498	PD	Disease	MESH:D010300
18446306	852	871	Parkinsons Disease"	1
"1744"	"Parkinsons disease	Disease	MESH:D010300
18446306	98	117	Parkinsons disease"	1
"1745"	"Parkinsons disease	Disease	MESH:D010300
18449945	1374	1401	neurodegenerative disorders	Disease	MESH:D019636
18449336	135	144	Parkinson	Disease	MESH:D010302
18447408	57	76	Parkinsons disease"	1
"1746"	"Parkinsons disease	Disease	MESH:D010300
18456002	103	122	Parkinsons disease"	1
"1747"	"Parkinsons disease	Disease	MESH:D010300
18463003	39	66	neurodegenerative disorders	Disease	MESH:D019636
18463003	395	422	Mitochondrial abnormalities	Disease	MESH:D028361
18463003	464	501	neurodegenerative disorders-Alzheimer	Disease	MESH:D000544
18463003	505	516	Parkinsons"	1
"1748"	"Parkinsons disease	Disease	MESH:D010300
18463503	454	473	Parkinsons disease"	1
"1749"	"Parkinsons disease	Disease	MESH:D010300
18463503	69	88	Parkinsons disease"	1
"1750"	"Parkinsons disease	Disease	MESH:D010300
18464276	111	113	PD	Disease	MESH:D010300
18464276	240	242	PD	Disease	MESH:D010300
18464275	38	57	Parkinsons disease"	1
"1751"	"Parkinsons disease	Disease	MESH:D010300
18466054	194	196	PD	Disease	MESH:D010300
18466054	240	242	PD	Disease	MESH:D010300
18466054	257	297	multifactorial neurodegenerative disease	Disease	MESH:D019636
18466054	470	472	PD	Disease	MESH:D010300
18466054	930	932	PD	Disease	MESH:D010300
18466054	947	971	mitochondrial impairment	Disease	MESH:D028361
18466054	983	989	stress	Disease	MESH:D000079225
18466054	1143	1145	PD	Disease	MESH:D010300
18465657	0	12	Inflammation	Disease	MESH:D007249
18465657	16	35	Parkinsons disease"	1
"1752"	"Parkinsons disease	Disease	MESH:D010300
28096185	720	722	PD	Disease	MESH:D010300
28096185	871	873	PD	Disease	MESH:D010300
28096185	968	980	Parkinsonian	Disease	MESH:D020734
28096185	1107	1109	PD	Disease	MESH:D010300
28096070	682	701	Parkinsons disease"	1
"1753"	"Parkinsons disease	Disease	MESH:D010300
28096355	728	736	toxicity	Disease	MESH:D064420
28096355	775	788	neuroblastoma	Disease	MESH:D009447
28096355	1062	1078	muscle paralysis	Disease	MESH:D012133
28096355	1167	1186	Parkinsons disease"	1
"1754"	"Parkinsons disease	Disease	MESH:D010300
28102045	138	157	Parkinsons disease"	1
"1755"	"Parkinsons disease	Disease	MESH:D010300
28106566	62	79	Parkinson Disease	Disease	MESH:D010300
28106566	203	220	Parkinson disease	Disease	MESH:D010300
28106566	222	224	PD	Disease	MESH:D010300
28106566	286	288	PD	Disease	MESH:D010300
28106566	875	897	cortical amyloidopathy	Disease	MESH:D054220
28106566	929	931	PD	Disease	MESH:D010300
28106473	218	237	Parkinsons disease"	1
"1756"	"Parkinsons disease	Disease	MESH:D010300
28106567	546	565	Parkinsons disease"	1
"1757"	"Parkinsons disease	Disease	MESH:D010300
28108469	1327	1363	eye movement sleep behavior disorder	Disease	MESH:D012893
28108469	1416	1418	PD	Disease	MESH:D010300
28108469	1668	1670	PD	Disease	MESH:D010300
28108469	1716	1718	PD	Disease	MESH:D010300
28108469	1895	1897	PD	Disease	MESH:D010300
28108265	20	39	Parkinsons disease"	1
"1758"	"Parkinsons disease	Disease	MESH:D010300
28108469	150	169	Parkinsons disease"	1
"1759"	"Parkinsons disease	Disease	MESH:D010300
28109635	505	518	neuroblastoma	Disease	MESH:D009447
28109635	1001	1007	stress	Disease	MESH:D000079225
28109635	1098	1104	stress	Disease	MESH:D000079225
28109635	1477	1496	Parkinsons disease"	1
"1760"	"Parkinsons disease	Disease	MESH:D010300
28113102	287	289	PD	Disease	MESH:D010300
28113102	596	598	PD	Disease	MESH:D010300
28113102	858	863	death	Disease	MESH:D003643
28113102	867	869	PD	Disease	MESH:D010300
28113102	939	941	PD	Disease	MESH:D010300
28113102	1052	1057	death	Disease	MESH:D003643
28113102	1359	1361	PD	Disease	MESH:D010300
28113102	1755	1763	dementia	Disease	MESH:D003704
28113102	1765	1774	inability	Disease	MESH:D007319
28113102	1802	1822	urinary incontinence	Disease	MESH:D014549
28113102	1824	1833	psychosis	Disease	MESH:D011605
28113102	1972	1974	PD	Disease	MESH:D010300
28113102	2122	2124	PD	Disease	MESH:D010300
28112685	79	98	Parkinsons disease"	1
"1761"	"Parkinsons Disease	Disease	MESH:D010300
28113199	57	76	Parkinsons disease"	1
"1762"	"Parkinsons disease	Disease	MESH:D010300
28117497	233	235	PD	Disease	MESH:D010300
28117497	306	331	neuropathological disease	Disease	MESH:D004194
28117497	1228	1236	toxicity	Disease	MESH:D064420
28117497	1839	1853	excitotoxicity	Disease	
28117497	2097	2099	PD	Disease	MESH:D010300
28117497	2110	2127	synucleinopathies	Disease	MESH:D000080874
28117420	53	72	Parkinsons disease"	1
"1763"	"Parkinsons Disease	Disease	MESH:D010300
28119532	1428	1433	obese	Disease	MESH:D009765
28119123	81	102	neuroendocrine tumors	Disease	MESH:D018358
28119123	107	126	Parkinsons disease"	1
"1764"	"Parkinsons Disease	Disease	MESH:D010300
28119584	209	228	Parkinsons Disease"	1
"1765"	"Parkinsons disease	Disease	MESH:D010300
28119604	375	388	neuroblastoma	Disease	MESH:D009447
28119604	452	454	PD	Disease	MESH:D010300
28119604	732	763	lysosomal transport impairments	Disease	MESH:D016464
28119604	830	844	neurite injury	Disease	MESH:D058225
28119604	870	887	neurodegeneration	Disease	MESH:D019636
28119604	1085	1087	PD	Disease	MESH:D010300
28119600	46	65	Parkinsons Disease"	1
"1766"	"Parkinsons disease	Disease	MESH:D010300
28122627	222	241	Parkinsons Disease"	1
"1767"	"Parkinsons disease	Disease	MESH:D010300
28123403	63	82	Parkinsons disease"	1
"1768"	"Parkinsons disease	Disease	MESH:D010300
28124432	309	311	PD	Disease	MESH:D010300
28124432	501	503	PD	Disease	MESH:D010300
28124432	631	633	PD	Disease	MESH:D010300
28124432	914	916	PD	Disease	MESH:D010300
28124432	970	972	PD	Disease	MESH:D010300
28124432	1153	1171	Movement Disorders	Disease	MESH:D009069
28124432	1236	1267	Parkinson and Movement Disorder	Disease	MESH:D010302
28124431	61	67	ataxia	Disease	MESH:D001259
28124431	69	77	dementia	Disease	MESH:D003704
28124431	83	95	parkinsonism	Disease	MESH:D010302
28124431	201	230	amyotrophic lateral sclerosis	Disease	MESH:D000690
28124431	347	376	amyotrophic lateral sclerosis	Disease	MESH:D000690
28124431	410	422	degeneration	Disease	MESH:D012162
28124431	595	601	ataxia	Disease	MESH:D001259
28124431	603	611	dementia	Disease	MESH:D003704
28124431	617	629	parkinsonism	Disease	MESH:D010302
28124431	639	668	amyotrophic lateral sclerosis	Disease	MESH:D000690
28124431	727	739	ataxia genes	Disease	MESH:D006527
28124431	1032	1038	ataxia	Disease	MESH:D001259
28124431	1052	1060	dementia	Disease	MESH:D003704
28124431	1261	1292	Parkinson and Movement Disorder	Disease	MESH:D010302
28124429	21	30	Parkinson	Disease	MESH:D010302
28124429	87	106	Parkinsons Disease"	1
"1769"	"Parkinsons disease	Disease	MESH:D010300
28127307	149	151	PD	Disease	MESH:D010300
28127307	165	191	neurodegenerative disorder	Disease	MESH:D019636
28127307	287	289	PD	Disease	MESH:D010300
28127307	1169	1188	Parkinsons disease"	1
"1770"	"Parkinsons disease	Disease	MESH:D010300
28131191	326	328	PD	Disease	MESH:D010300
28131191	341	371	progressive supranuclear palsy	Disease	MESH:D013494
28131191	373	376	PSP	Disease	MESH:D013494
28131191	679	681	PD	Disease	MESH:D010300
28131191	686	689	PSP	Disease	MESH:D013494
28131191	746	748	PD	Disease	MESH:D010300
28131191	753	756	PSP	Disease	MESH:D013494
28131191	932	944	parkinsonian	Disease	MESH:D020734
28131191	1140	1152	Parkinsonism	Disease	MESH:D010302
28131191	1249	1266	neurodegeneration	Disease	MESH:D019636
28131190	36	55	Parkinsons disease"	1
"1771"	"Parkinsons disease	Disease	MESH:D010300
28131192	297	316	Parkinsons disease"	1
"1772"	"Parkinsons disease	Disease	MESH:D010300
28131823	191	193	PD	Disease	MESH:D010300
28131823	788	790	PD	Disease	MESH:D010300
28131823	801	827	neurodegenerative diseases	Disease	MESH:D019636
28131823	962	970	toxicity	Disease	MESH:D064420
28131727	37	50	mesencephalic	Disease	MESH:D020295
28131727	106	118	parkinsonian	Disease	MESH:D020734
28131727	346	365	Parkinsons disease"	1
"1773"	"Parkinsons disease	Disease	MESH:D010300
28132929	866	886	neurological disease	Disease	MESH:D020271
28132929	1333	1354	neurological diseases	Disease	MESH:D020271
28132806	38	46	toxicity	Disease	MESH:D064420
28132806	203	219	pheochromocytoma	Disease	MESH:D010673
28132806	252	264	cytotoxicity	Disease	MESH:D064420
28132806	1847	1859	cytotoxicity	Disease	MESH:D064420
28132574	34	53	Parkinsons disease"	1
"1774"	"Parkinsons disease	Disease	MESH:D010300
28137648	317	325	toxicity	Disease	MESH:D064420
28137648	486	499	neurotoxicity	Disease	MESH:D020258
28137648	525	544	Parkinsons disease"	1
"1775"	"Parkinsons disease	Disease	MESH:D010300
28143405	147	170	multiple system atrophy	Disease	MESH:D012791
28143405	386	403	synucleinopathies	Disease	MESH:D000080874
28143405	901	916	memory deficits	Disease	MESH:D008569
28143405	1322	1336	motor deficits	Disease	MESH:D009461
28143405	1444	1458	motor deficits	Disease	MESH:D009461
28143405	1564	1589	emotional memory deficits	Disease	MESH:D008569
28143405	1853	1870	synucleinopathies	Disease	MESH:D000080874
28141793	84	133	cardiopulmonary injury in neonatal encephalopathy	Disease	MESH:D001927
28141793	150	161	hypothermia	Disease	MESH:D007035
28141793	175	197	Cardiopulmonary injury	Disease	MESH:D006323
28141793	211	234	neonatal encephalopathy	Disease	MESH:D001927
28141793	254	281	cerebrovascular dysfunction	Disease	MESH:D002561
28141793	374	396	cardiopulmonary injury	Disease	MESH:D006323
28141793	434	445	hypothermia	Disease	MESH:D007035
28141793	455	478	neonatal encephalopathy	Disease	MESH:D001927
28141793	751	773	cardiopulmonary injury	Disease	MESH:D006323
28141793	972	994	cardiopulmonary injury	Disease	MESH:D006323
28141793	1369	1391	cardiopulmonary injury	Disease	MESH:D006323
28141793	1398	1421	neonatal encephalopathy	Disease	MESH:D001927
28141793	1550	1572	cardiopulmonary injury	Disease	MESH:D006323
28141621	33	64	Drug-Related Movement Disorders	Disease	MESH:D004409
28141621	88	107	Psychotic Disorders	Disease	MESH:D011618
28141621	134	152	movement disorders	Disease	MESH:D009069
28141621	244	263	psychotic disorders	Disease	MESH:D011618
28141621	369	378	psychosis	Disease	MESH:D011605
28141621	532	551	psychotic disorders	Disease	MESH:D011618
28141621	776	785	Psychosis	Disease	MESH:D011605
28141621	868	877	psychosis	Disease	MESH:D011605
28141621	974	992	movement disorders	Disease	MESH:D009069
28141621	1048	1060	parkinsonism	Disease	MESH:D010302
28141621	1062	1071	akathisia	Disease	MESH:D017109
28141621	1073	1091	tardive dyskinesia	Disease	MESH:D004409
28141621	1097	1113	tardive dystonia	Disease	MESH:D004421
28141621	1385	1389	DRMD	Disease	
28141621	1482	1494	parkinsonism	Disease	MESH:D010302
28141621	1527	1536	akathisia	Disease	MESH:D017109
28141621	1559	1577	tardive dyskinesia	Disease	MESH:D004409
28139847	37	56	Parkinsons disease"	1
"1776"	"Parkinsons disease	Disease	MESH:D010300
28150045	37	56	Parkinsons disease"	1
"1777"	"Parkinsons disease	Disease	MESH:D010300
28151553	281	283	PD	Disease	MESH:D010300
28151553	513	515	PD	Disease	MESH:D010300
28151553	740	742	PD	Disease	MESH:D010300
28151553	887	889	PD	Disease	MESH:D010300
28151553	1049	1051	PD	Disease	MESH:D010300
28151553	1155	1177	parkinsonian disorders	Disease	MESH:D020734
28151553	1220	1254	non-neurodegenerative parkinsonism	Disease	MESH:D019636
28151553	1592	1594	PD	Disease	MESH:D010300
28151553	1770	1792	parkinsonian disorders	Disease	MESH:D020734
28151553	1815	1846	Parkinson and Movement Disorder	Disease	MESH:D010302
28151476	64	83	Parkinsons disease"	1
"1778"	"Parkinsons disease	Disease	MESH:D010300
28155133	25	45	multisystem disorder	Disease	MESH:D012791
28155133	146	165	Parkinsons disease"	1
"1779"	"Parkinsons disease	Disease	MESH:D010300
28160752	226	245	Parkinsons disease"	1
"1780"	"Parkinsons disease	Disease	MESH:D010300
28164279	472	480	dementia	Disease	MESH:D003704
28164279	1274	1287	neuroblastoma	Disease	MESH:D009447
28164279	2149	2168	Parkinsons disease"	1
"1781"	"Parkinsons disease	Disease	MESH:D010300
28168622	88	107	Parkinsons disease"	1
"1782"	"Parkinsons disease	Disease	MESH:D010300
28173842	183	202	Parkinsons disease"	1
"1783"	"Parkinsons disease	Disease	MESH:D010300
28176268	111	115	ADHD	Disease	MESH:D001289
28176268	132	172	Attention-deficit/hyperactivity disorder	Disease	MESH:D001289
28176268	174	178	ADHD	Disease	MESH:D001289
28176268	184	203	Parkinsons disease"	1
"1784"	"Parkinsons disease	Disease	MESH:D010300
28185878	42	55	neurotoxicity	Disease	MESH:D020258
28185878	77	96	Parkinsons disease"	1
"1785"	"Parkinsons disease	Disease	MESH:D010300
28192290	252	254	PD	Disease	MESH:D010300
28192290	368	370	PD	Disease	MESH:D010300
28192290	554	556	PD	Disease	MESH:D010300
28192290	1008	1010	PD	Disease	MESH:D010300
28192238	539	546	anxiety	Disease	MESH:D001007
28192238	1330	1349	Parkinsons disease"	1
"1786"	"Parkinsons disease	Disease	MESH:D010300
28199357	144	146	PD	Disease	MESH:D010300
28199357	486	488	PD	Disease	MESH:D010300
28199357	1048	1050	PD	Disease	MESH:D010300
28199357	1959	1961	PD	Disease	MESH:D010300
28199195	154	180	dysfunctional mitochondria	Disease	MESH:C564925
28199195	324	346	mitochondrial diseases	Disease	MESH:D028361
28199195	560	581	mitochondrial disease	Disease	MESH:D028361
28199195	1244	1270	dysfunctional mitochondria	Disease	MESH:C564925
28199195	1294	1321	neurodegenerative disorders	Disease	MESH:D019636
28199071	49	67	Tardive Dyskinesia	Disease	MESH:D004409
28199071	72	84	Parkinsonism	Disease	MESH:D010302
28199071	121	135	Mental Illness	Disease	MESH:D002908
28199071	258	293	parkinsonism and tardive dyskinesia	Disease	MESH:D004409
28199071	332	346	mental illness	Disease	MESH:D002908
28199071	583	594	psychiatric	Disease	MESH:D001523
28199071	690	708	movement disorders	Disease	MESH:D009069
28199071	729	747	Tardive dyskinesia	Disease	MESH:D004409
28199071	808	820	parkinsonism	Disease	MESH:D010302
28199071	836	855	Parkinsons Disease"	1
"1787"	"Parkinsons disease	Disease	MESH:D010300
28202666	202	221	Parkinsons disease"	1
"1788"	"Parkinsons disease	Disease	MESH:D010300
28202668	267	279	cytotoxicity	Disease	MESH:D064420
28202667	166	185	Parkinsons disease"	1
"1789"	"Parkinsons disease	Disease	MESH:D010300
28202669	671	690	Parkinsons disease"	1
"1790"	"Parkinsons disease	Disease	MESH:D010300
28202670	219	221	PD	Disease	MESH:D010300
28202670	353	355	PD	Disease	MESH:D010300
28202670	797	799	PD	Disease	MESH:D010300
28202670	1148	1150	PD	Disease	MESH:D010300
28202670	1316	1318	PD	Disease	MESH:D010300
28202670	1356	1373	neurodegeneration	Disease	MESH:D019636
28202670	1513	1530	neurodegeneration	Disease	MESH:D019636
28202670	1534	1536	PD	Disease	MESH:D010300
28202669	51	70	Parkinsons disease"	1
"1791"	"Parkinsons disease	Disease	MESH:D010300
28202674	205	224	Parkinsons disease"	1
"1792"	"Parkinsons disease	Disease	MESH:D010300
28202680	290	309	Parkinsons disease"	1
"1793"	"Parkinsons disease	Disease	MESH:D010300
28202711	162	181	Parkinsons disease"	1
"1794"	"Parkinsons disease	Disease	MESH:D010300
28202824	366	385	Parkinsons disease"	1
"1795"	"Parkinsons disease	Disease	MESH:D010300
28205494	191	193	PD	Disease	MESH:D010300
28205494	347	349	PD	Disease	MESH:D010300
28205494	550	552	PD	Disease	MESH:D010300
28205494	571	573	PD	Disease	MESH:D010300
28205494	1373	1375	PD	Disease	MESH:D010300
28204949	739	758	Parkinsons disease"	1
"1796"	"Parkinsons disease	Disease	MESH:D010300
28212433	91	110	Parkinsons disease"	1
"1797"	"Parkinsons disease	Disease	MESH:D010300
28213071	135	137	PD	Disease	MESH:D010300
28213071	143	151	dementia	Disease	MESH:D003704
28213071	342	344	PD	Disease	MESH:D010300
28213071	531	557	PARK14-linked parkinsonism	Disease	MESH:C567844
28213071	602	623	dystonia parkinsonism	Disease	MESH:C567730
28213071	756	758	PD	Disease	MESH:D010300
28213071	985	1002	Lewy body disease	Disease	MESH:D020961
28213071	1004	1006	PD	Disease	MESH:D010300
28213071	1033	1040	atrophy	Disease	MESH:D001284
28213071	1045	1064	Alzheimers disease"	1
"1798"	"Parkinsons disease	Disease	MESH:D010300
28213158	932	949	neurodegeneration	Disease	MESH:D019636
28213071	48	78	idiopathic Parkinsons disease"	1
"1799"	"Parkinsons disease	Disease	MESH:D010300
28214264	769	791	parkinsonian syndromes	Disease	MESH:D020734
28214264	823	841	supranuclear palsy	Disease	MESH:D013494
28214264	868	875	atrophy	Disease	MESH:D001284
28214264	1515	1527	parkinsonism	Disease	MESH:D010302
28214264	1688	1700	parkinsonism	Disease	MESH:D010302
28214264	1784	1796	parkinsonism	Disease	MESH:D010302
28214264	1914	1935	parkinsonian syndrome	Disease	MESH:D020734
28214264	2170	2182	parkinsonism	Disease	MESH:D010302
28214246	0	30	Wolff-Parkinson-White Syndrome	Disease	MESH:D014927
28214246	75	91	Atrial Appendage	Disease	MESH:D018280
28213762	20	40	cognitive impairment	Disease	MESH:D003072
28213762	45	64	urinary dysfunction	Disease	MESH:D001750
28213762	68	87	Parkinsons disease"	1
"1800"	"Parkinsons disease	Disease	MESH:D010300
28214539	181	183	PD	Disease	MESH:D010300
28214539	190	216	neurodegenerative disorder	Disease	MESH:D019636
28214539	544	561	neurodegeneration	Disease	MESH:D019636
28214539	691	693	PD	Disease	MESH:D010300
28214539	782	784	PD	Disease	MESH:D010300
28214539	897	899	PD	Disease	MESH:D010300
28214539	904	906	PD	Disease	MESH:D010300
28214539	1015	1028	neurotoxicity	Disease	MESH:D020258
28214539	1041	1043	PD	Disease	MESH:D010300
28214539	1758	1783	mitochondrial dysfunction	Disease	MESH:D028361
28214539	1829	1842	neurotoxicity	Disease	MESH:D020258
28214539	1956	1958	PD	Disease	MESH:D010300
28214539	2342	2375	mitochondrial functional deficits	Disease	MESH:D028361
28214539	2415	2428	neurotoxicity	Disease	MESH:D020258
28214539	2704	2717	neurotoxicity	Disease	MESH:D020258
28214539	2756	2758	PD	Disease	MESH:D010300
28214265	49	56	anxiety	Disease	MESH:D001007
28214265	68	87	Parkinsons disease"	1
"1801"	"Parkinsons disease	Disease	MESH:D010300
28216145	221	223	PD	Disease	MESH:D010300
28216145	261	279	glucocerebrosidase	Disease	MESH:D005776
28216145	352	370	glucocerebrosidase	Disease	MESH:D005776
28216145	372	377	GCase	Disease	MESH:D005776
28216145	492	494	PD	Disease	MESH:D010300
28216145	654	656	PD	Disease	MESH:D010300
28216145	679	684	GCase	Disease	MESH:D005776
28216145	920	925	GCase	Disease	MESH:D005776
28216145	946	951	GCase	Disease	MESH:D005776
28216145	1112	1117	GCase	Disease	MESH:D005776
28216145	1173	1175	PD	Disease	MESH:D010300
28215934	26	44	Structural Lesions	Disease	MESH:D020914
28215911	27	55	REM sleep behaviour disorder	Disease	MESH:D012893
28215911	105	133	REM sleep behaviour disorder	Disease	MESH:D012893
28215911	135	138	RBD	Disease	MESH:D012893
28215911	378	381	RBD	Disease	MESH:D012893
28215911	421	446	neurodegenerative disease	Disease	MESH:D019636
28215911	471	492	neurological diseases	Disease	MESH:D020271
28215911	545	548	RBD	Disease	MESH:D012893
28215911	564	597	multidisciplinary sleep disorders	Disease	MESH:D012893
28215911	744	747	RBD	Disease	MESH:D012893
28215911	767	800	multidisciplinary sleep disorders	Disease	MESH:D012893
28215911	1014	1017	RBD	Disease	MESH:D012893
28215911	1156	1176	cognitive impairment	Disease	MESH:D003072
28215911	1216	1219	RBD	Disease	MESH:D012893
28215730	11	37	intracerebral neurotrophic	Disease	MESH:D002543
28215730	78	97	Parkinsons disease"	1
"1802"	"Parkinsons disease	Disease	MESH:D010300
28220542	28	48	neurological disease	Disease	MESH:D020271
28220542	587	607	neurological disease	Disease	MESH:D020271
28220542	831	849	multiple sclerosis	Disease	MESH:D009103
28220542	851	890	neuromyelitis optica spectrum disorders	Disease	MESH:D009471
28220542	892	909	Parkinson disease	Disease	MESH:D010300
28220542	911	928	Alzheimer disease	Disease	MESH:D000544
28220542	930	948	Huntington disease	Disease	MESH:D006816
28220542	954	983	amyotrophic lateral sclerosis	Disease	MESH:D000690
28220396	71	88	Parkinson disease	Disease	MESH:D010300
28220396	148	165	Parkinson disease	Disease	MESH:D010300
28220396	167	169	PD	Disease	MESH:D010300
28220396	381	383	PD	Disease	MESH:D010300
28220396	446	448	PD	Disease	MESH:D010300
28220396	660	662	PD	Disease	MESH:D010300
28220396	705	707	PD	Disease	MESH:D010300
28220396	1067	1069	PD	Disease	MESH:D010300
28220396	1276	1278	PD	Disease	MESH:D010300
28220396	1368	1370	PD	Disease	MESH:D010300
28220396	1399	1401	PD	Disease	MESH:D010300
28220396	1665	1667	PD	Disease	MESH:D010300
28220269	3	62	cerebral vasomotor reactivity impaired in Parkinson disease	Disease	MESH:D000275
28220269	312	342	idiopathic Parkinsons Disease"	1
"1803"	"Parkinsons disease	Disease	MESH:D010300
28220571	1280	1310	idiopathic Parkinsons disease"	1
"1804"	"Parkinsons disease	Disease	MESH:D010300
28220571	251	284	cognitive impairment and dementia	Disease	MESH:D003072
28220571	305	317	parkinsonism	Disease	MESH:D010302
28220571	439	458	Parkinsons disease"	1
"1805"	"Parkinsons disease	Disease	MESH:D010300
28223512	194	196	PD	Disease	MESH:D010300
28223512	208	225	synucleinopathies	Disease	MESH:D000080874
28223512	366	368	PD	Disease	MESH:D010300
28223512	529	546	synucleinopathies	Disease	MESH:D000080874
28223512	569	584	synucleinopathy	Disease	MESH:D000080874
28223512	604	619	synucleinopathy	Disease	MESH:D000080874
28223512	1147	1162	memory deficits	Disease	MESH:D008569
28223512	1298	1316	cognitive deficits	Disease	MESH:D003072
28223512	1558	1575	synucleinopathies	Disease	MESH:D000080874
28223162	51	83	central nervous system disorders	Disease	MESH:D002493
28223162	341	354	CNS disorders	Disease	MESH:D002493
28223162	365	373	insomnia	Disease	MESH:D007319
28223162	375	385	narcolepsy	Disease	MESH:D009290
28223162	387	407	Parkinsons diseases"	1
"1806"	"Parkinsons disease	Disease	MESH:D010300
28230073	161	163	PD	Disease	MESH:D010300
28230073	432	434	PD	Disease	MESH:D010300
28230073	708	710	PD	Disease	MESH:D010300
28230073	1364	1366	PD	Disease	MESH:D010300
28230070	709	728	Parkinsons disease"	1
"1807"	"Parkinsons disease	Disease	MESH:D010300
28233934	275	277	PD	Disease	MESH:D010300
28233934	411	413	PD	Disease	MESH:D010300
28233934	527	529	PD	Disease	MESH:D010300
28233934	677	679	PD	Disease	MESH:D010300
28233934	757	759	PD	Disease	MESH:D010300
28233934	1012	1014	PD	Disease	MESH:D010300
28233934	1092	1094	PD	Disease	MESH:D010300
28233927	32	51	Parkinsons disease"	1
"1808"	"Parkinsons disease	Disease	MESH:D010300
28233992	226	228	PD	Disease	MESH:D010300
28233992	327	329	PD	Disease	MESH:D010300
28233992	545	562	neurodegeneration	Disease	MESH:D019636
28233992	764	789	mitochondrial dysfunction	Disease	MESH:D028361
28233992	808	818	neurotoxic	Disease	MESH:D020258
28233992	1154	1171	neurodegeneration	Disease	MESH:D019636
28233992	1519	1532	neurotoxicity	Disease	MESH:D020258
28233934	0	30	Idiopathic Parkinsons disease"	1
"1809"	"Parkinsons disease	Disease	MESH:D010300
28235153	267	269	PD	Disease	MESH:D010300
28235153	306	308	PD	Disease	MESH:D010300
28235153	323	336	brain disease	Disease	MESH:D001927
28235153	348	373	gastrointestinal disorder	Disease	MESH:D005767
28235153	487	489	PD	Disease	MESH:D010300
28235153	569	571	PD	Disease	MESH:D010300
28235153	652	654	PD	Disease	MESH:D010300
28235153	1370	1372	PD	Disease	MESH:D010300
28235153	1429	1431	PD	Disease	MESH:D010300
28235153	1683	1685	PD	Disease	MESH:D010300
28235153	1743	1745	PD	Disease	MESH:D010300
28234566	31	50	Parkinsons disease"	1
"1810"	"Parkinsons disease	Disease	MESH:D010300
28237852	225	227	PD	Disease	MESH:D010300
28237852	230	232	PD	Disease	MESH:D010300
28237852	349	351	PD	Disease	MESH:D010300
28237852	400	402	PD	Disease	MESH:D010300
28237852	469	471	PD	Disease	MESH:D010300
28237852	608	610	PD	Disease	MESH:D010300
28237852	712	714	PD	Disease	MESH:D010300
28237852	801	803	PD	Disease	MESH:D010300
28237852	808	810	PD	Disease	MESH:D010300
28237852	883	885	PD	Disease	MESH:D010300
28237852	933	935	PD	Disease	MESH:D010300
28237775	618	630	carcinogenic	Disease	MESH:D063646
28237775	637	645	diabetic	Disease	MESH:D003920
28237775	817	823	cancer	Disease	MESH:D009369
28237775	825	839	cardiomyopathy	Disease	MESH:D009202
28237775	841	855	skin disorders	Disease	MESH:D012871
28237775	857	872	brain disorders	Disease	MESH:D001927
28237775	874	890	viral infections	Disease	MESH:D001102
28237775	892	900	diabetes	Disease	MESH:D003920
28237741	107	150	Frontal-basal ganglia circuitry dysfunction	Disease	MESH:D001480
28237741	161	180	Parkinsons disease"	1
"1811"	"Parkinsons disease	Disease	MESH:D010300
28242245	162	164	PD	Disease	MESH:D010300
28242245	171	197	neurodegenerative disorder	Disease	MESH:D019636
28242245	544	546	PD	Disease	MESH:D010300
28242245	678	690	I deficiency	Disease	MESH:C537728
28242245	1280	1300	serotonin deficiency	Disease	MESH:D020230
28242245	1309	1311	PD	Disease	MESH:D010300
28242044	22	51	Wolff-Parkinson-White pattern	Disease	MESH:D014927
28241427	143	154	dysfunction	Disease	MESH:D009461
28241427	158	177	Parkinsons disease"	1
"1812"	"Parkinsons disease	Disease	MESH:D010300
28249224	213	224	Alzheimers"	1
"1813"	"Parkinsons disease	Disease	MESH:D010300
28251357	440	459	Parkinsons disease"	1
"1814"	"Parkinsons disease	Disease	MESH:D010300
28251464	211	230	Parkinsons disease"	1
